000bfbf7-8101-466d-a2f9-edc055808f1a;Tiberal Tab 500 mg;0;e05096b7-caf8-4aa1-84cf-ba60544e9c4a
000c0afe-42ae-4522-ae22-baaf5746d81e;Minirin Tab 0,1 mg;0;9006f019-8e46-4003-ba2b-2c41dacf8cc1
000f485b-28b0-47e6-8445-8205352a577c;Ibuprofen B. Braun Inf væske 4 mg/ml;0;120084c5-9281-409b-b83c-ac26068fc77a
0010100d-6a23-432d-b862-4342d6b8c6f0;Ciproxin Gran til mikst 50 mg/ml;0;472bd125-bcee-41d1-8ba7-df74cc682c4a
0011cbcf-eb36-42e9-9a40-b15af9f13631;Dalacin T Liniment, emulsjon 10 mg/ml;0;330e30e2-2e99-4f85-b154-1b28af0fc5f9
00308b8a-9451-4d0e-95b7-4020c976cb83;Ospolot Tab 50 mg;0;15b6809b-770c-45cc-a1a5-f32b601d142c
00312659-1d87-4798-a541-9b2988fef500;Complete Bra tranebær Tab 200 mg;0;e69881bd-39ec-4e36-845e-3616cbeed73b
00359d43-aa3c-4980-a5ee-e1928661d15d;Carnitene orifarm Inj væske 1 g/5 ml;0;284579ec-aaf5-4acc-a711-79ce4e4ee9a5
003f8bc3-f27d-4602-8e3f-fc99d8bce159;Cosmegen Lyovac life Pulv til inj væske 500 mikrog;0;d2b76aa7-49c7-45cf-8015-6759f3d32eff
0052b906-f4b6-4e75-84bf-e3d3fd6f940b;Benetor Tab 20 mg;0;c21a8bc2-9733-4270-983c-2db7534d8eb1
005c97bd-7e6b-45ff-bc52-961c43b8761b;Ketesse Tab 25 mg;0;7afc7655-96d1-4af8-bab1-1333cecf7beb
005de394-2d7e-4fd6-a194-6e93d62dce6f;Gentamicin B. Braun Inf væske 1 mg/ml;0;0f383e24-8a1e-4582-9891-d490e1cbdd77
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;0;0082aec9-0945-440f-b7a8-a35d1d536cdb
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;1;13bcbbc0-9b59-48b8-8dc4-90869f5b3ecf
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;2;c0dd0567-d310-4c2c-965a-e3918a3fb15f
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;3;e00b88f3-d18d-4d73-81ec-8f665705035a
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;4;8949ff48-27df-49a2-83a6-aa99a5231157
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;5;8ef21201-4521-41c7-b540-9370d160fa8b
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;6;e7e7dc20-a4bd-44be-a4fd-129be35af3b2
00684db3-d1e7-412a-9c87-0bb0d85a632e;Alutard SQ Husstøvmidd mix Inj væske;7;fb2118e2-479b-405d-b716-0b539827aeea
006ce235-ff44-471c-a58a-3b69c7225e4a;Idelvion Pulv og væske til inj væske 1000 IE;0;0b9eaab3-878c-4684-a8ef-93af8871fe1d
0070c68a-6a4f-44c6-bfbb-8a4c91e5816b;Pemetrexed Fresenius Kabi Pulv til kons til inf væske 500 mg;0;449fa068-a012-4a49-b62a-8278baed3f6f
007946b5-3f24-4ef8-aeee-0ae3ead457e6;Metex Inj væske 30 mg/penn;0;ce68f151-8fa3-4270-9eb8-1e09b7b248ca
00895678-c392-43ce-a908-315268351d9b;Jext Inj væske 300 mikrog/penn;0;f266cb16-9e03-4b59-8df7-262cf371d1d6
008dcb61-38e6-40f1-a55a-7ef7d7e51f42;Otrivin Comp Nesespray 0,5 mg/ml/0,6 mg/ml;0;03fc71f0-6c4f-4631-9f18-a46dc4be7b36
008dcb61-38e6-40f1-a55a-7ef7d7e51f42;Otrivin Comp Nesespray 0,5 mg/ml/0,6 mg/ml;1;f120d76b-d0e7-4ef4-b90f-06f5133e27b3
00a3b32b-9729-457b-8f12-09282760940d;Meropenem Fresenius Kabi Pulv til inj/inf væske 1 g;0;9b14f0a7-9da9-468d-afee-6ffebdc8d526
00ad9a80-8004-442b-a749-0e46696fafc2;Metformin Orifarm Tab 500 mg;0;85333c51-403d-414f-bc65-f7b027a982da
00d00502-f4bd-45d8-af1c-203e46f5e3eb;Mucosta ophtalmic UD Øyedr 2 %;0;bc496e67-a551-4c8d-a981-47dbe8d0551c
00da3ec0-fcf1-4c44-b78f-e44eb86b53e4;Tioguanine farma mondo Tab 40 mg;0;cd47019e-dd37-4a20-bf54-eab5f6ed9b23
00fbf542-a872-482b-94c7-c36eedcad4fc;Morfin SA Inj væske 0,2 mg/ml;0;6d5aba0d-6163-4d8c-ab37-855ae4b00f23
0108fff0-66c2-4673-837b-5e43a618d971;Orap Tab 1 mg;0;31258a95-a23b-4e06-ae30-86c7d7364e67
012c7c0d-77bc-4f3d-bebe-663743b03c1f;Amitriptylin Abcur Tab 50 mg;0;48b84a5e-0ec8-4696-967c-95e7cec550a9
012d5b48-ebe2-4398-82d8-051f1745155d;Olmesartan medoxomil Krka Tab 10 mg;0;a92ca464-8df6-4d92-aa77-e56e4ae515d9
0130ce90-d5c0-41be-9f28-b04932b6069f;Benlysta Pulv til kons til inf væske 400 mg;0;bc2a1be9-3fc7-4bf6-ad41-4d2f7c27a197
0137287c-8138-4fa8-a227-9bf4758eb111;Velbe Pulv til inj væske 10 mg;0;0ba8b800-283b-4508-8e9b-527e3dd5b4ca
013ddbd4-1a3e-4159-a51e-4df16267aade;Alpha lipoic acid Tab 200 mg;0;14d0e7d4-6905-4951-925d-a4bba69306aa
01424d98-f55e-4352-a722-ec4cc8de8d07;Marcain-Adrenalin Inj væske 5 mg/ml/5 mikrog/ml;0;3f4540d2-001a-4135-aff4-91eac544db67
01424d98-f55e-4352-a722-ec4cc8de8d07;Marcain-Adrenalin Inj væske 5 mg/ml/5 mikrog/ml;1;bef15912-249b-4dcf-912e-9fd9e12d77e4
0156b495-e4a4-405f-a04e-42b876a03eb2;Ondansetron Bluefish Tab 8 mg;0;bb00f2a1-0539-46ad-a8b2-ef0c56bb4ffb
015ad732-8cbd-4df8-8883-6c6e2ffe3668;Lidokain SA Kons til inf væske 200 mg/ml;0;acc8a945-2685-4866-8a20-c6b5fe189c20
0164acc5-806e-4792-81ff-219d623b3b93;Livopan Medisinsk gass 50 %/50 %;0;4321a09a-c291-41f5-88a4-0d7344a2d392
0164acc5-806e-4792-81ff-219d623b3b93;Livopan Medisinsk gass 50 %/50 %;1;6ce61c6a-08fd-4045-a54a-9d03589f225f
0169b6a2-8308-4bf4-83f6-af56cad3db1b;Elocta Pulv og væske til inj væske 500 IE;0;beb58ecd-0ca8-4de3-ad4f-56f81711dc53
016ec6ed-f6b8-4288-b8ea-42cbf6bcb6c4;Solupred Brusetab 5 mg;0;4ee79210-abff-490e-a17a-9c80e15bc7de
01757dc5-f0c2-41b1-a3c8-f38caf4b644c;Dimaval specific Inj væske 50 mg/ml;0;3b03d723-9937-4ac9-9959-9df43e13ffb6
017679e4-18fc-46f5-bf2d-338506195f45;Zeffix Tab 100 mg;0;e4cc33d4-0bed-4f3f-8fe3-3adedd78ff38
0191c7c8-e463-4997-b209-b55ebb80649a;Pyridoksin NAF  Tab 40 mg;0;54316c13-a449-422b-a653-69deac84feb3
01958a88-d57e-4902-90d2-25b768c1fbdf;Kohle-Compretten Tab 250 mg;0;2e6efd57-fb0e-45d8-8578-a51f382d7b54
01a39b65-092e-47ed-9915-c1873aeb9d42;Metadon Nordic Drugs Mikst 160 mg/50 ml;0;aebc0d21-4cc2-404b-b35c-c7ac51d1fb10
01aa5920-4ab2-4f94-83ff-14044a6eb9c9;Dicloxacillin Alternova Kaps 500 mg;0;d442e83b-d656-4ee8-baef-069d762bd01e
01b327a7-bc6b-489a-b235-329aceb77bc4;Zebinix Tab 200 mg;0;ca1cce70-87ee-45b9-bf91-f13afaad1dd4
01b6c1c0-83ae-41c7-8933-a924e3fcda19;Buscopan Tab 10 mg;0;34bd851f-48d8-4ea3-badb-1467688a7710
01d8d711-13a9-4d0b-aa6c-0c1cb5c1241e;Koffein/difenhydramin SA Stikkpille 100 mg/100 mg;0;0b6179ea-53bf-4138-a934-d29a2ab5911a
01d8d711-13a9-4d0b-aa6c-0c1cb5c1241e;Koffein/difenhydramin SA Stikkpille 100 mg/100 mg;1;a57bbbcf-a2ca-4544-a036-06d27340a6e8
01dc5baa-2169-4cda-a961-1952c2ef717f;Requip Depot DEPOTtab 8 mg;0;f7f77edc-6a5f-4ef1-9b82-1e7f02b87fcf
01de5bb1-1d1d-4e40-b951-94696728821d;Cefuroxim VM fresenius SA Pulv og væske til inf væske 750 mg;0;ca2fdb99-0da1-4cc6-b70e-f696286f3456
01e05722-fdaa-49eb-9b44-3ae0acc788b3;Asacol Enterotab 800 mg;0;31eba960-0f18-4797-b5ff-80255ae4a381
01fba296-adba-4378-a0fd-8fd32e12112a;Mesasal Stikkpille 500 mg;0;25076c95-7ea1-4fb3-9e5c-45b8c4ce015d
021553f0-e5fe-4db6-830c-bd153230b5be;Xofigo Inj væske 1100 kBq/ml;0;85800aa7-f996-4740-9afe-27d9d6586024
022654e5-cdbe-40d0-9181-95784c75dd70;Kinin Pulv til inf væske 600 mg;0;e57dc0ed-39c4-42ae-939d-7d754394d042
02271cc4-637f-4237-b71c-4dfb73ced8bd;Buvidal Dep inj væske 64 mg/sprøyte;0;3dd7a83c-1718-46a4-9ac0-f084fadc7e24
02392f9d-26ac-46ba-a5c0-58c82ddefe10;Alutard SQ Bigift Inj væske, susp 10000 SQ-E/ml;0;b92d919e-1012-4096-8ae1-a521be085b45
