f9f06fdc-d937-47a6-a415-529f4f8ec605;5-aminolevulinat Gel 78 mg/g;0;4f9d4e94-e421-45dd-9b94-81ccc8913532
3af58343-c1cb-42b9-8dbe-649087d3aabf;5-aminolevulinat Medisinert plaster 8 mg;0;756ea33e-69ca-40bb-b1b9-db6cfbbffa31
d30767b7-4f70-41ab-af91-86bb31d16e5c;Abakavir Tab 300 mg;0;dfcc31ec-1d84-4a98-bf2f-9aff0db7b326
a7ac41c1-0375-488f-aede-bf5d38f81e7d;Abakavir/Lamivudin Tab 600 mg/300 mg;0;3f12f081-a35d-4e7b-bd11-c3df97b96b5b
a7ac41c1-0375-488f-aede-bf5d38f81e7d;Abakavir/Lamivudin Tab 600 mg/300 mg;1;b534de7d-db56-4ddc-8bab-0be3ee7962c9
3e5fe54f-1b28-4d1e-b377-ad69b3f1b495;Abakavir/Lamivudin/Zidovudin Tab 300 mg/150 mg/300 mg;0;42ebe616-f6b7-40c7-89f9-6346aee62352
3e5fe54f-1b28-4d1e-b377-ad69b3f1b495;Abakavir/Lamivudin/Zidovudin Tab 300 mg/150 mg/300 mg;1;043b412c-2b1d-43b9-b2d8-76a10e047b5d
3e5fe54f-1b28-4d1e-b377-ad69b3f1b495;Abakavir/Lamivudin/Zidovudin Tab 300 mg/150 mg/300 mg;2;fb662c67-f3e3-4e4c-b65a-b0e281f196b1
1b0d307a-66ae-4475-93f5-bf792dc85d76;Abemaciklib Tab 100 mg;0;cbf8fd62-8548-4ba2-b3a3-f92b6b96ba23
9d96bdd7-9836-4aec-8f01-c1a499c197d7;Abemaciklib Tab 150 mg;0;45ddc49f-d4a6-4503-8530-81142aa3a436
ffaf270c-3c36-437e-aa63-54472203d6fb;Abemaciklib Tab 50 mg;0;c6fd1099-e9bf-47bd-800c-728755ee40ca
7ec26804-9a46-4b2b-af4f-7990f68942cd;Abirateron Tab 500 mg;0;42a48f6b-3eb8-4c18-b33a-304536ca32c7
90c0c1da-c809-43b0-a234-bfa563b555cb;Acetazolamid Tab 250 mg;0;5df28073-86df-4f37-87a4-fb4fe20873e9
